url	ok	fail	streak_ok	streak_fail	last_status	adjustment	last_seen	last_name	last_source	last_error
http://101.66.199.102:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0	1	0	1	0	ok	-11	2026-08-10	吉林卫视	zbds_iptv4_txt	
http://101.66.199.102:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0	2	0	2	0	ok	-22	2026-08-17	江西卫视	zbds_iptv4_txt	
http://101.66.199.20:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0	1	0	1	0	ok	-11	2026-08-10	广西卫视	zbds_iptv4_txt	
http://101.66.199.20:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0	1	0	1	0	ok	-11	2026-08-10	云南卫视	zbds_iptv4_txt	
http://101.66.199.20:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=0&authid=0	1	0	1	0	ok	-11	2026-08-10	贵州卫视	zbds_iptv4_txt	
http://101.66.199.20:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0	1	0	1	0	ok	-11	2026-08-10	辽宁卫视	zbds_iptv4_txt	
http://101.66.199.20:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0	1	0	1	0	ok	-11	2026-08-17	重庆卫视	zbds_iptv4_txt	
http://101.66.199.234:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0	1	0	1	0	ok	-11	2026-08-17	北京卫视	zbds_iptv4_txt	
http://101.66.199.234:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0	2	0	2	0	ok	-22	2026-08-17	吉林卫视	zbds_iptv4_txt	
http://101.66.199.234:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0	1	0	1	0	ok	-11	2026-08-10	云南卫视	zbds_iptv4_txt	
http://104.152.209.49:8181/720p/ahws.m3u8	1	0	1	0	ok	-11	2026-08-17	安徽卫视	guovin_ipv4	
http://104.152.209.49:8181/720p/jsws.m3u8	2	0	2	0	ok	-22	2026-08-17	江苏卫视	guovin_ipv4	
http://107.150.60.122/live/ahwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	安徽卫视	guovin_ipv4	
http://107.150.60.122/live/bjwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	北京卫视	guovin_ipv4	
http://107.150.60.122/live/cctv12hd.m3u8	2	0	2	0	ok	-22	2026-08-17	CCTV-12	guovin_ipv4	
http://107.150.60.122/live/cctv2hd.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-2	guovin_ipv4	
http://107.150.60.122/live/cctv3hd.m3u8	9	0	9	0	ok	-90	2026-08-17	CCTV-3	guovin_ipv4	
http://107.150.60.122/live/cctv4hd.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-4	guovin_ipv4	
http://107.150.60.122/live/cctv7hd.m3u8	2	0	2	0	ok	-22	2026-08-17	CCTV-7	guovin_ipv4	
http://107.150.60.122/live/chcdz.m3u8	20	0	10	0	ok	-90	2026-08-17	CHC动作电影	guovin_ipv4	
http://107.150.60.122/live/chcjt.m3u8	20	0	10	0	ok	-90	2026-08-17	CHC家庭影院	guovin_ipv4	
http://107.150.60.122/live/cqwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	重庆卫视	guovin_ipv4	
http://107.150.60.122/live/dfwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	东方卫视	guovin_ipv4	
http://107.150.60.122/live/dnwshd.m3u8	1	0	1	0	ok	-11	2026-08-17	东南卫视	guovin_ipv4	
http://107.150.60.122/live/dyjc.m3u8	20	0	10	0	ok	-90	2026-08-17	第一剧场	guovin_ipv4	
http://107.150.60.122/live/gdwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	广东卫视	guovin_ipv4	
http://107.150.60.122/live/gdxwa.m3u8	25	0	25	0	ok	-90	2026-07-24T05:54:01+08:00	广东新闻	iyouhun_zb	
http://107.150.60.122/live/gdzja.m3u8	12	1	0	1	fail	19	2026-07-18T05:25:58+08:00	广东珠江	iyouhun_zb	<HTTPError 404: 'Not Found'>
http://107.150.60.122/live/gxgj.m3u8	20	0	10	0	ok	-90	2026-08-17	广西国际	guovin_ipv4	
http://107.150.60.122/live/gxwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	广西卫视	guovin_ipv4	
http://107.150.60.122/live/gxxw.m3u8	20	0	10	0	ok	-90	2026-08-17	广西新闻	guovin_ipv4	
http://107.150.60.122/live/gzwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	贵州卫视	guovin_ipv4	
http://107.150.60.122/live/hjjc.m3u8	20	0	10	0	ok	-90	2026-08-17	怀旧剧场	guovin_ipv4	
http://107.150.60.122/live/hljwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	黑龙江卫视	guovin_ipv4	
http://107.150.60.122/live/hnwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	湖南卫视	guovin_ipv4	
http://107.150.60.122/live/jlwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	吉林卫视	guovin_ipv4	
http://107.150.60.122/live/jswshd.m3u8	20	0	10	0	ok	-90	2026-08-17	江苏卫视	guovin_ipv4	
http://107.150.60.122/live/jxwshd.m3u8	20	0	4	0	ok	-90	2026-08-17	江西卫视	guovin_ipv4	
http://107.150.60.122/live/lnwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	辽宁卫视	guovin_ipv4	
http://107.150.60.122/live/nfws.m3u8	20	0	1	0	ok	-68	2026-08-17	大湾区卫视	guovin_ipv4	
http://107.150.60.122/live/nmgws.m3u8	20	0	10	0	ok	-90	2026-08-17	内蒙古卫视	guovin_ipv4	
http://107.150.60.122/live/nxws.m3u8	20	0	10	0	ok	-90	2026-08-17	宁夏卫视	guovin_ipv4	
http://107.150.60.122/live/qhws.m3u8	20	0	4	0	ok	-90	2026-08-17	青海卫视	guovin_ipv4	
http://107.150.60.122/live/scwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	四川卫视	guovin_ipv4	
http://107.150.60.122/live/sdwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	山东卫视	guovin_ipv4	
http://107.150.60.122/live/snwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	陕西卫视	guovin_ipv4	
http://107.150.60.122/live/ssws.m3u8	20	0	10	0	ok	-90	2026-08-17	三沙卫视	guovin_ipv4	
http://107.150.60.122/live/sxwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	山西卫视	guovin_ipv4	
http://107.150.60.122/live/szwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	深圳卫视	guovin_ipv4	
http://107.150.60.122/live/tjwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	天津卫视	guovin_ipv4	
http://107.150.60.122/live/xjws.m3u8	20	0	10	0	ok	-90	2026-08-17	新疆卫视	guovin_ipv4	
http://107.150.60.122/live/xmws.m3u8	20	0	10	0	ok	-90	2026-08-17	厦门卫视	guovin_ipv4	
http://107.150.60.122/live/xzws.m3u8	20	0	10	0	ok	-90	2026-08-17	西藏卫视	guovin_ipv4	
http://107.150.60.122/live/ynwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	云南卫视	guovin_ipv4	
http://107.150.60.122/live/ysjp.m3u8	43	0	43	0	ok	-90	2026-08-10T05:12:02+08:00	文化精品	guovin_ipv4	
http://107.150.60.122/live/ystq.m3u8	8	0	1	0	ok	-32	2026-08-10	央视台球	guovin_ipv4	
http://107.150.60.122/live/zjwshd.m3u8	20	0	10	0	ok	-90	2026-08-17	浙江卫视	guovin_ipv4	
http://110.153.180.106:55555/out_2/index.m3u8	8	2	1	0	ok	-12	2026-07-18T05:25:58+08:00	伊犁维吾尔	guovin_ipv4	
http://110.153.180.106:55555/out_2/index.m3u8?zxinjd	10	1	7	0	ok	-76	2026-07-18T05:25:58+08:00	伊犁维吾尔	zbds_iptv4_txt	
http://110.153.180.106:55555/out_3/index.m3u8	11	0	11	0	ok	-90	2026-07-18T05:25:58+08:00	伊犁哈萨克	zbds_iptv4_txt	
http://110.153.180.106:55555/out_3/index.m3u8?zxinjd	7	0	7	0	ok	-77	2026-07-17T05:34:09+08:00	伊犁哈萨克	guovin_ipv4	
http://110.153.180.106:55555/out_4/index.m3u8	8	1	1	0	ok	-22	2026-07-18T05:25:58+08:00	伊犁经济法制	guovin_ipv4	
http://110.153.180.106:55555/out_4/index.m3u8?zxinjd	8	1	2	0	ok	-30	2026-08-01T05:54:29+08:00	伊犁经济法制	zbds_iptv4_txt	
http://110.154.192.66:7788/961930263	14	0	14	0	ok	-90	2026-07-23T06:04:36+08:00	快乐垂钓	iyouhun_zb	
http://111.221.137.234:44330/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0	20	4	3	0	ok	-44	2026-08-04T05:53:32+08:00	海南卫视	zbds_iptv4_txt	
http://111.228.4.117:6789/migu720p.php?id=608780988	19	1	0	1	fail	-2	2026-08-10	第一财经	iyouhun_zb	URLError(TimeoutError('timed out'))
http://111.228.4.117:6789/migu720p.php?id=651632657	8	1	0	1	fail	31	2026-08-10	新闻综合	iyouhun_zb	URLError(TimeoutError('timed out'))
http://111.59.24.227:8181/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0	1	0	1	0	ok	-11	2026-08-17	CCTV-17	zbds_iptv4_txt	
http://111.76.19.197:1234/961930263	10	0	10	0	ok	-90	2026-08-10	快乐垂钓	iyouhun_zb	
http://112.27.235.94:8000/hls/1/index.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-1	suxuang_ipv4	
http://112.27.235.94:8000/hls/10/index.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-9	suxuang_ipv4	
http://112.27.235.94:8000/hls/11/index.m3u8	20	0	10	0	ok	-90	2026-08-10	CCTV-10	suxuang_ipv4	
http://112.27.235.94:8000/hls/12/index.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-11	suxuang_ipv4	
http://112.27.235.94:8000/hls/13/index.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-12	suxuang_ipv4	
http://112.27.235.94:8000/hls/14/index.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-13	suxuang_ipv4	
http://112.27.235.94:8000/hls/15/index.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-14	suxuang_ipv4	
http://112.27.235.94:8000/hls/16/index.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-15	suxuang_ipv4	
http://112.27.235.94:8000/hls/18/index.m3u8	19	1	0	1	fail	-2	2026-08-17	合肥新闻	zbds_iptv4_txt	<HTTPError 500: 'Internal Server Error'>
http://112.27.235.94:8000/hls/2/index.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-2	suxuang_ipv4	
http://112.27.235.94:8000/hls/25/index.m3u8	19	1	0	1	fail	-2	2026-08-17	安徽综艺体育	zbds_iptv4_txt	<HTTPError 500: 'Internal Server Error'>
http://112.27.235.94:8000/hls/26/index.m3u8	20	0	10	0	ok	-90	2026-08-17	安徽卫视	suxuang_ipv4	
http://112.27.235.94:8000/hls/27/index.m3u8	19	1	0	1	fail	-2	2026-08-17	北京卫视	suxuang_ipv4	<HTTPError 500: 'Internal Server Error'>
http://112.27.235.94:8000/hls/28/index.m3u8	19	1	0	1	fail	-2	2026-08-17	上海卫视	suxuang_ipv4	<HTTPError 500: 'Internal Server Error'>
http://112.27.235.94:8000/hls/29/index.m3u8	19	1	0	1	fail	-2	2026-08-17	浙江卫视	suxuang_ipv4	<HTTPError 500: 'Internal Server Error'>
http://112.27.235.94:8000/hls/3/index.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-3	suxuang_ipv4	
http://112.27.235.94:8000/hls/30/index.m3u8	20	0	10	0	ok	-90	2026-08-17	广东卫视	suxuang_ipv4	
http://112.27.235.94:8000/hls/31/index.m3u8	20	0	10	0	ok	-90	2026-08-17	湖南卫视	suxuang_ipv4	
http://112.27.235.94:8000/hls/32/index.m3u8	20	0	10	0	ok	-90	2026-08-17	江苏卫视	suxuang_ipv4	
http://112.27.235.94:8000/hls/33/index.m3u8	20	0	10	0	ok	-90	2026-08-17	深圳卫视	suxuang_ipv4	
http://112.27.235.94:8000/hls/34/index.m3u8	20	0	10	0	ok	-90	2026-08-17	山东卫视	suxuang_ipv4	
http://112.27.235.94:8000/hls/35/index.m3u8	19	1	0	1	fail	-2	2026-08-17	四川卫视	suxuang_ipv4	<HTTPError 500: 'Internal Server Error'>
http://112.27.235.94:8000/hls/36/index.m3u8	20	0	10	0	ok	-90	2026-08-17	重庆卫视	suxuang_ipv4	
http://112.27.235.94:8000/hls/37/index.m3u8	19	1	0	1	fail	-2	2026-08-17	河南卫视	suxuang_ipv4	<HTTPError 500: 'Internal Server Error'>
http://112.27.235.94:8000/hls/38/index.m3u8	20	0	10	0	ok	-90	2026-08-17	东南卫视	suxuang_ipv4	
http://112.27.235.94:8000/hls/39/index.m3u8	20	0	10	0	ok	-90	2026-08-17	河北卫视	suxuang_ipv4	
http://112.27.235.94:8000/hls/4/index.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-4	suxuang_ipv4	
http://112.27.235.94:8000/hls/40/index.m3u8	20	0	10	0	ok	-90	2026-08-17	云南卫视	suxuang_ipv4	
http://112.27.235.94:8000/hls/41/index.m3u8	20	0	10	0	ok	-90	2026-08-17	湖北卫视	suxuang_ipv4	
http://112.27.235.94:8000/hls/42/index.m3u8	20	0	10	0	ok	-90	2026-08-17	天津卫视	suxuang_ipv4	
http://112.27.235.94:8000/hls/43/index.m3u8	19	1	0	1	fail	-2	2026-08-17	陕西卫视	suxuang_ipv4	<HTTPError 500: 'Internal Server Error'>
http://112.27.235.94:8000/hls/44/index.m3u8	19	1	0	1	fail	-2	2026-08-17	江西卫视	suxuang_ipv4	<HTTPError 500: 'Internal Server Error'>
http://112.27.235.94:8000/hls/45/index.m3u8	19	1	0	1	fail	-2	2026-08-17	山西卫视	suxuang_ipv4	<HTTPError 500: 'Internal Server Error'>
http://112.27.235.94:8000/hls/46/index.m3u8	19	1	0	1	fail	-2	2026-08-17	贵州卫视	suxuang_ipv4	<HTTPError 500: 'Internal Server Error'>
http://112.27.235.94:8000/hls/47/index.m3u8	19	1	0	1	fail	-2	2026-08-17	辽宁卫视	suxuang_ipv4	<HTTPError 500: 'Internal Server Error'>
http://112.27.235.94:8000/hls/48/index.m3u8	20	0	10	0	ok	-90	2026-08-17	黑龙江卫视	suxuang_ipv4	
http://112.27.235.94:8000/hls/49/index.m3u8	19	1	0	1	fail	-2	2026-08-17	内蒙古卫视	suxuang_ipv4	<HTTPError 500: 'Internal Server Error'>
http://112.27.235.94:8000/hls/5/index.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-5	suxuang_ipv4	
http://112.27.235.94:8000/hls/50/index.m3u8	20	0	10	0	ok	-90	2026-08-10	重温经典	suxuang_ipv4	
http://112.27.235.94:8000/hls/6/index.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-5+	suxuang_ipv4	
http://112.27.235.94:8000/hls/7/index.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-6	suxuang_ipv4	
http://112.27.235.94:8000/hls/8/index.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-7	suxuang_ipv4	
http://112.27.235.94:8000/hls/9/index.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-8	suxuang_ipv4	
http://112.30.73.119:229/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0	1	0	1	0	ok	-11	2026-08-17	CCTV-1	zbds_iptv4_txt	
http://112.30.73.119:229/tsfile/live/0003_2.m3u8?key=txiptv&playlive=0&authid=0	7	0	7	0	ok	-77	2026-08-17	CCTV-3	zbds_iptv4_txt	
http://112.30.73.119:229/tsfile/live/0005_2.m3u8?key=txiptv&playlive=0&authid=0	7	0	7	0	ok	-77	2026-08-10	CCTV-5	zbds_iptv4_txt	
http://112.30.73.119:229/tsfile/live/0006_2.m3u8?key=txiptv&playlive=0&authid=0	5	0	5	0	ok	-55	2026-08-10	CCTV-6	zbds_iptv4_txt	
http://112.30.73.119:9901/tsfile/live/0003_2.m3u8?key=txiptv&playlive=0&authid=0	8	0	8	0	ok	-88	2026-08-10	CCTV-3	zbds_iptv4_txt	
http://112.30.73.119:9901/tsfile/live/0005_2.m3u8?key=txiptv&playlive=0&authid=0	5	0	5	0	ok	-55	2026-08-10	CCTV-5	zbds_iptv4_txt	
http://112.30.73.119:9901/tsfile/live/0006_2.m3u8?key=txiptv&playlive=0&authid=0	5	0	5	0	ok	-55	2026-08-10	CCTV-6	zbds_iptv4_txt	
http://112.46.105.20:8009/hls/18/index.m3u8	20	0	10	0	ok	-90	2026-08-17	陕西新闻咨询	zbds_iptv4_txt	
http://112.46.105.20:8009/hls/19/index.m3u8	20	0	10	0	ok	-90	2026-08-17	陕西都市青春	zbds_iptv4_txt	
http://112.46.105.20:8009/hls/20/index.m3u8	20	0	10	0	ok	-90	2026-08-17	陕西银龄	zbds_iptv4_txt	
http://112.46.105.20:8009/hls/22/index.m3u8	20	0	10	0	ok	-90	2026-08-17	陕西秦腔	zbds_iptv4_txt	
http://112.46.105.20:8009/hls/28/index.m3u8	10	1	0	1	fail	25	2026-08-10	西安新闻	zbds_iptv4_txt	segment bad 200 video/mp2t bytes=32768 checked=1 unknown/mpeg-ts: TS packets found but PAT/PMT video track not observed
http://112.46.105.20:8009/hls/501/index.m3u8	14	2	0	1	fail	23	2026-08-06T19:14:46+08:00	CCTV-1	iyouhun_zb	final slow retry failed attempt=1 first=URLError(TimeoutError('timed out')) (core retry after first=URLError(TimeoutError('timed out'))); last=URLError(TimeoutE
http://112.46.105.20:8009/hls/502/index.m3u8	10	1	0	1	fail	25	2026-08-08T17:26:49+08:00	CCTV-2	iyouhun_zb	final slow retry failed attempt=1 first=URLError(TimeoutError('timed out')) (core retry after first=URLError(TimeoutError('timed out'))); last=TimeoutError('tim
http://112.46.85.60:8009/hls/3/index.m3u8	22	1	17	0	ok	-90	2026-08-09T17:26:22+08:00	CCTV-3	zbds_iptv4_txt	
http://112.46.85.60:8009/hls/31/index.m3u8	15	2	12	0	ok	-90	2026-08-09T05:09:31+08:00	东方卫视	zbds_iptv4_txt	
http://112.46.85.60:8009/hls/33/index.m3u8	17	2	11	0	ok	-90	2026-08-09T17:26:22+08:00	江苏卫视	zbds_iptv4_txt	
http://112.46.85.60:8009/hls/4/index.m3u8	11	0	11	0	ok	-90	2026-08-07T17:40:28+08:00	CCTV-4	zbds_iptv4_txt	
http://112.46.85.60:8009/hls/44/index.m3u8	22	1	21	0	ok	-90	2026-08-08T17:50:43+08:00	天津卫视	zbds_iptv4_txt	
http://112.46.85.60:8009/hls/501/index.m3u8	12	1	9	0	ok	-90	2026-08-08T17:50:43+08:00	CCTV-1	zbds_iptv4_txt	
http://112.46.85.60:8009/hls/502/index.m3u8	10	0	10	0	ok	-90	2026-08-06T05:59:55+08:00	CCTV-2	zbds_iptv4_txt	
http://112.46.85.60:8009/hls/503/index.m3u8	21	3	4	0	ok	-65	2026-08-09T05:09:31+08:00	CCTV-5	zbds_iptv4_txt	
http://112.46.85.60:8009/hls/504/index.m3u8	22	0	22	0	ok	-90	2026-08-09T17:26:22+08:00	CCTV-7	zbds_iptv4_txt	
http://112.46.85.60:8009/hls/507/index.m3u8	11	1	10	0	ok	-90	2026-08-09T05:09:31+08:00	CCTV-12	zbds_iptv4_txt	
http://112.46.85.60:8009/hls/509/index.m3u8	15	5	11	0	ok	-83	2026-08-09T05:09:31+08:00	CCTV-9	zbds_iptv4_txt	
http://112.46.85.60:8009/hls/8/index.m3u8	26	0	26	0	ok	-90	2026-08-08T17:50:43+08:00	CCTV-8	zbds_iptv4_txt	
http://113.101.119.74:8090/hls/109/index.m3u8	6	1	0	1	fail	37	2026-08-10	南方卫视	zbds_iptv4_txt	URLError(ConnectionRefusedError(111, 'Connection refused'))
http://113.101.119.74:8090/hls/110/index.m3u8	6	1	0	1	fail	37	2026-08-10	广东影视	zbds_iptv4_txt	URLError(ConnectionRefusedError(111, 'Connection refused'))
http://113.101.119.74:8090/hls/111/index.m3u8	6	1	0	1	fail	37	2026-08-10	广东少儿	zbds_iptv4_txt	URLError(ConnectionRefusedError(111, 'Connection refused'))
http://113.101.119.74:8090/hls/116/index.m3u8	6	0	6	0	ok	-66	2026-08-10	CCTV-4	zbds_iptv4_txt	
http://113.101.119.74:8090/hls/118/index.m3u8	5	0	5	0	ok	-55	2026-08-10	CCTV-6	zbds_iptv4_txt	
http://113.101.119.74:8090/hls/119/index.m3u8	5	0	5	0	ok	-55	2026-08-10	CCTV-7	zbds_iptv4_txt	
http://113.101.119.74:8090/hls/132/index.m3u8	7	0	7	0	ok	-77	2026-08-10	天津卫视	zbds_iptv4_txt	
http://113.101.119.74:8090/hls/22/index.m3u8	7	0	7	0	ok	-77	2026-08-10	岭南戏曲	zbds_iptv4_txt	
http://113.120.243.10:7788/961930263	11	0	10	0	ok	-90	2026-08-10	快乐垂钓	iyouhun_zb	
http://113.57.140.161:10081/newlive/live/hls/1/live.m3u8	16	0	10	0	ok	-90	2026-08-17	CCTV-1	zbds_iptv4_txt	
http://113.57.140.161:10081/newlive/live/hls/11/live.m3u8	18	0	10	0	ok	-90	2026-08-17	CCTV-10	zbds_iptv4_txt	
http://113.57.140.161:10081/newlive/live/hls/12/live.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-11	zbds_iptv4_txt	
http://113.57.140.161:10081/newlive/live/hls/13/live.m3u8	19	0	10	0	ok	-90	2026-08-17	CCTV-12	zbds_iptv4_txt	
http://113.57.140.161:10081/newlive/live/hls/14/live.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-13	zbds_iptv4_txt	
http://113.57.140.161:10081/newlive/live/hls/15/live.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-14	zbds_iptv4_txt	
http://113.57.140.161:10081/newlive/live/hls/16/live.m3u8	13	2	1	0	ok	-27	2026-08-17	CCTV-15	zbds_iptv4_txt	
http://113.57.140.161:10081/newlive/live/hls/17/live.m3u8	20	0	10	0	ok	-90	2026-08-17	CCTV-16	zbds_iptv4_txt	
